Tweets;polaridad
Pues tu elección acaba de fracasar como gobierno, simplemente por egoísmo y angurria. Podrían haber sido una derecha conservadora pero moderada, pero no, necesitaban agarrar toda la plata, negociados y corruptelas posibles, matando de hambre a la gente! Van derecho a la cárcel!..;NEGATIVO
Pues tu elección acaba de fracasar como gobierno, simplemente por egoísmo y angurria. Podrían haber sido una derecha conservadora pero moderada, pero no, necesitaban agarrar toda la plata, negociados y corruptelas posibles, matando de hambre a la gente! Van derecho a la cárcel!..;NEGATIVO
Pues si tanto les importa la economía, voten a alguien que se dedica a eso. Menos Lavagna;NEGATIVO
Otro punto de #ConsensoFederal en Av. Rodeau y Sorrento. Con @RLavagna vamos a poner de pie a una Argentina con coherencia, transparencia y teniendo bien en claro lo que hay que hacer para salir adelante, como ya lo hizo años atrás. #LavagnaPresidente #VamosADefenderSantaFepic.twitter.com/MVtaztZIOc;AMBIGUO
Un puñado de boluditos.;NEGATIVO
Puse habla de los empleados públicos que son ñoquis, justamente para no generalizar, porque no habla de todos los empleados públicos;NEGATIVO
Ya lo puse en otro lado, pero bueno Votar bien = vota a quien se te cante el orto menos a MACRI Votar mal = votar a MACRI;NEGATIVO
me puse a llorar sentada en el inodoro xq quiero un trabajo lpm soy esto macri la concha de tu madre;NEGATIVO
Y pusieron una foto se Macri sin ojos. Mensaje mafioso. Qué vergüenza tan grande, @halconada;NEGATIVO
El que puso que es d River y vota a macri es un hijo d re mil puta y que se vaya a ver a boca;NEGATIVO
Se puso unas falsas marca cajeta para enganchar a un boludo rico en un gimnasio para ricos,se llevo el premio mayor que mierda no lo va a votar y de paso como anda la huerta de Michelle Obama digo de Awada Macri;NEGATIVO
Se puso unas falsas marca cajeta para enganchar a un boludo rico en un gimnasio para ricos,se llevo el premio mayor que mierda no lo va a votar y de paso como anda la huerta de Michelle Obama digo de Awada Macri;NEGATIVO
Para que las PYMEs produzcan tenés que sacarles al Estado de encima. Con Fernandez eso no va a pasar, la boludez de ponerle plata en el bolsillo a la gente no sirvió nunca.;NEGATIVO
Y qe karajo te importa zurdo de mierda bosta inutil..cabeza de termo..si fueras periodista..donde trabajas??.limpia kulos..trabajas limpiando gente mayor..asistente...vivis denunciando a pastores...si sos k ..te gusta la korrupcion..y si sos peruano..no opines;NEGATIVO
Y qe karajo te importa zurdo de mierda bosta inutil..cabeza de termo..si fueras periodista..donde trabajas??.limpia kulos..trabajas limpiando gente mayor..asistente...vivis denunciando a pastores...si sos k ..te gusta la korrupcion..y si sos peruano..no opines;NEGATIVO
Qual vai ser o nome dos seus filhos ? — Peter // Anna carolinahttps://curiouscat.me/Crf_fernandez12/post/947703684?t=1565456605 …;NEGATIVO
-Qué fue lo peor que hiciste en tu vida? +Maté a toda mí familia y después los prendí fuego... y vos? -Volvi a votar a Macri... +... -... +Ah pero sos un hijo de re mil puta;NEGATIVO
Què testarudez la de @alferdez pidiendo en cada discurso que olvidemos el pasado!! Por què tendrìamos que olvidarlo? Fue tan nefasto? Dèbil argumentaciòn de un candidato rogando votos;NEGATIVO
Queda algo para q se roben?! Algun sindicato queda sin ser igual de mafioso q los secuaces de ustedes? Queda alguna obra pública que ustedes no hayan inaugurado sin hacer? Queda algo de los organismos publicos sin llenar de punteros inútiles y patoteros? Quizas aun queda algo...;NEGATIVO
Queda algo para q se roben?! Algun sindicato queda sin ser igual de mafioso q los secuaces de ustedes? Queda alguna obra pública que ustedes no hayan inaugurado sin hacer? Queda algo de los organismos publicos sin llenar de punteros inútiles y patoteros? Quizas aun queda algo...;NEGATIVO
Les queda muy poco hdp;NEGATIVO
Les queda poco, chorros;NEGATIVO
Les queda muy poco hdp;NEGATIVO
Les queda poco, chorros;NEGATIVO
Quedarse sin trabajo no es argumento suficiente para no votarlo? Es q de verdad le crees toda las mentiras q dijeron y dicen? No vivías mejor con trabajo, tarifas justas, posibilidades de progresar en un país con más inclusión? Dale pensa q Te conviene más?;NEGATIVO
Te quedaste en el tiempo, añorando a tu amigo corrupto, ya fue Albertitere, esa época #NVM;NEGATIVO
Quedate por ahí que se desocupa y deja lo que tiene que hacer para darte respuesta.... Uhhhhh!.... Una pena, justo consiguió un chaleco antiboludos y no te puede responder ...sos muy boludo Alfredo.pic.twitter.com/mFm92xHBRt;NEGATIVO
Quedate por ahí que se desocupa y deja lo que tiene que hacer para darte respuesta.... Uhhhhh!.... Una pena, justo consiguió un chaleco antiboludos y no te puede responder ...sos muy boludo Alfredo.pic.twitter.com/mFm92xHBRt;NEGATIVO
Quédate en Paraguay pajero.... tremendo delincuente Macri!!!;NEGATIVO
Quedate viviendo en Paraguay gil. No vivis en Argentina, no sabes lo que pasa aca entonces no hables. Que los mejores años de tu carrera viviste de lujo en Argentina, y no gobernaba Macri. Te invito a cerrar el orto y que vayas a seguir opinando en programas mediocres.;NEGATIVO
todos quejándose de que Macri les hace faltar d comer y todos los días suben fotos comiendo altos asados o suben comidas de restaurant, me hacen reír la pija ndea;NEGATIVO
#QueProponen ABORTO LEGAL A FAVOR: @NicolasdelCano y @ManuelaC22 EN CONTRA: @BiondiniAR, @juanjomalvinas y @romeroferis NO DEFINIDO: @jlespert, @RLavagna @mauriciomacri y @alferdez Mirá esta y más propuestas en http://queproponen.com.ar;NEGATIVO
Queremos un futuro digno para todos los argentinos !!!!! No votes ladrones y cómplices de los corruptos !!!!! Hagamos historia !!!!!pic.twitter.com/3Dnuq5fvmR;NEGATIVO
Queremos un futuro digno para todos los argentinos !!!!! No votes ladrones y cómplices de los corruptos !!!!! Hagamos historia !!!!!pic.twitter.com/3Dnuq5fvmR;NEGATIVO
Queremos llevar la voz de Salta al Congreso. Queremos defender a las economías regionales. Queremos trabajo genuino y de calidad para todos. Un nuevo país es posible y comienza en nuestra provincia. Acompañanos estas #PASO con tu voto. #UniónPorSalta #ConsensoFederal pic.twitter.com/QNNWArn0f3;POSITIVO
Querés una argentina libre de chorros y votas a Macri....un psicólogo a la derecha;NEGATIVO
Me querés decir que tiene que ver macri con que hallan metido a un chabon a un camión de basura?;NEGATIVO
querés que gane macri y nobtenes nada en la heladera gil .... jajajaj sos pobre gracias a macri salame;NEGATIVO
en q queres q m ponga a pensar? vos queres seguir votando a una chorra? si la votas t aseguro q dentro d 2 años somos venezuela (al igual d macri) el peronismo no t lleva a nada hermano, 80 años estamos igual, en la época d la segunda guerra mundial éramos el+;NEGATIVO
Querés ser Brigitte pero no te da!!! Igual cuando votas a Macri boluda!!!;NEGATIVO
y que más queres si los K tienen ex integrantes de montoneros dando vueltas en sus filas. Son asesinos además de chorros. Y lo que es peor... tienen pelotudos útiles como vos.;NEGATIVO
y que más queres si los K tienen ex integrantes de montoneros dando vueltas en sus filas. Son asesinos además de chorros. Y lo que es peor... tienen pelotudos útiles como vos.;NEGATIVO
Queres que Macri te responda? Como podes ser tan pero tan pajero? Sos un nadie Alfredito, peor aun... un nadie pelotudo. Muchas personas ya te respondimos. Tenes otra pregunta pelotuda como esa asi nos divertimos con vos? Por que ese tema ya nos canso... NEXT!;NEGATIVO
Queres volver para seguir choreando??? Vieja forra del orto;NEGATIVO
QUERES VOLVER PARA SEGUIR ROBANDO SINVERGÜENZA!! LACRAAA;NEGATIVO
Quería confirmar si siempre sos ignorante o solo era hoy, depaso me podés decir que es Macri si es de izquierda o de derecha;NEGATIVO
Por que quería que gane la oposición y no su partido? Quería ver cuántas causas podía juntar? El profe derrapó feo;NEGATIVO
Querida compañera, mientras la derecha nacionalcatolicista siga siendo opción para personas sin conciencia política, y sigan votando a bandas de mafiosos como a Macri y secuaces todos estafadores y corruptos, o al cuatrifacho de aquí, seguiremos viendo aberraciones cómo está. ..;NEGATIVO
Querida,yo no voto a Macri,pero no trato de pelotudos e ignorantes a quienes si lo votan,tienen otra visión de las cosas,y vos indirectamente los menosprecias.;NEGATIVO
querida CFK, y encima no sabés lo gran tipo que es. Tanto como su infinito talento.;POSITIVO
Jajajajajajajaja querida ver c5n come neurona, ypf se la expropió tu presi se la vendió a los españoles y dsp los hecho del país y el pelorudo de macri tuvo que pagar no se cuanta Plata para pagar lo que hizo(no soy ni k ni macrisra ni me cabe ninguna) pero tampoco la boludes;NEGATIVO
Querido amigo votante de Macri. Cuando veas un hombre, una mujer, un niño durmiendo en la calle, revolviendo la basura buscando comida, no tenga dudas de que SOS CO-RESPONSABLE.;NEGATIVO
QUERIDO CARLITOS ANABEL Y A TODOS LOS COMPAÑEROS/AS HERMOSO ACTO NOS EMOCIONAMOS CON MI MADRE TÍPICO ACTO PERONISTA CFK ME ENVIÓ EL VIDEO EN VIVO ES ÚNICA SAVIA QUE YO NO PODÍA IR LQMM;POSITIVO
@alferdez querido compañero ¿ es verdad que viene a zárate?;POSITIVO
QUERIDO DANIEL ES EMOCIONANTE SABER QUE EL PUEBLO TIENE ESPERANZA DE QUE CON ALBERTO Y CFK LLEGA UN TIEMPO MEJOR HERMOSA FOTO TQMM;POSITIVO
Querido, una lleva a la otra inexorablemente! Van de la mano, vas a ver que en muy poco tiempo si las dejamos, van a querer legalizar la PEDOFILIA, y otras pestes...;NEGATIVO
Querido, una lleva a la otra inexorablemente! Van de la mano, vas a ver que en muy poco tiempo si las dejamos, van a querer legalizar la PEDOFILIA, y otras pestes...;NEGATIVO
QUERIDO ALBERTO, fue un gusto enorme poder conocerte personalmente y expresarte nuestro cariño y afecto.pic.twitter.com/5X2ZFQl30M;POSITIVO
Y quién carajo te está pidiendo algo, estúpida. Pero los forros se oponen a la despenalización también. Ponganse de acuerdo, ignorantes.;NEGATIVO
Y quién carajo te está pidiendo algo, estúpida. Pero los forros se oponen a la despenalización también. Ponganse de acuerdo, ignorantes.;NEGATIVO
quién puede votar a Macri lpm que quieren q me agarre un acv;NEGATIVO
Quién es este idiota??;NEGATIVO
Quién es este idiota??;NEGATIVO
Quién mierda se creen que son uds kumpas,para venir a hablarnos de moral a los que votamos a Macri? Si hay alguien que no tiene principios,moral,valores,justamente son uds,que defienden a la corrupta y que votan a quienes hasta hace un par de meses destrozaban a su jefa losers;NEGATIVO
Quién mierda es Espert?;NEGATIVO
Y quién va a querer matar a esa cleptomana? Si ella apoya a los narcos,pibes chorros,chorroplaneros,a los bomberos,sindicalistas,empresarios prebendarios,etc, etc;NEGATIVO
Todo lo que quieras, pero sigue siendo una democracia, para muchos como yo son una mierda los k y no queremos que vuelvan y para muchos otros es una mierda Macri, sea lo que sea, la mayoría va a ganar, les guste o no es asi, ni los K ni los M tienen del todo la razón.;NEGATIVO
Eso quiere decir que no hay que votar por USTED que es el pasado nefasto .;NEGATIVO
Que quiere decir esta boluda ? Ponele que alguien voto a macri y en 4 años le dieron agua potable, gas natural, cloacas y asfalto. Además súmale que le dieron las escrituras de su casa (que sabemos bien por que el peronismo nunca las da). Viven peor ? https://twitter.com/Angelalerena/status/1159960054021402625 …;NEGATIVO
para que quiere foto con el sorete ese? punto para Macri https://twitter.com/SantoroLeandro/status/1160316462181076992 …;NEGATIVO
El quiere que gane la Cris para cobrar más sobre ... no te confundas ! Vota pero que no te metan el perro;NEGATIVO
Y es lo que quiere hacer, transpasar a los ñoquis del estado al sector privado gradualmente mientras las reformas que implemente hagan efecto y la economía crezca, en cuanto a lo otro, en mi caso y en general respetamos las fuerzas, ese otro tipo de juventud está con del Caño;NEGATIVO
Otro que quiere tirar plata desde zeppelines....;AMBIGUO
Eso lo que quiere este bobo no le contestén mas;NEGATIVO
Esto me quieren convencer que vote, porque Macri y ñañaña, son fascistas, hay que echarlos a Ellos a la mierda y que ser busquen un laburo, me parece que el gobierno fue muy blando con estos intolerantes, el domingo, MM https://twitter.com/PabloCiarliero/status/1160002618250412032 …;NEGATIVO
Quieren hacerse los republicanos pero terminan siendo igual de pelotudos que los kk.;NEGATIVO
Eso es para los que se quieren lavar las manos a la hora de los bifes. El que no rompe, puede decir lo que quiera. No darle voto a estos hijos de putas es lo más sensato del mundo. Pero mañana hay que aportar para empujar a Macri. Mañana voto por primera vez.;NEGATIVO
Todos quieren llenar los barrios de gendarmes! Yo quiero un programa para acabar con la pobreza. Por eso voto al único frente que quiere cambiarlo todooo! Vamos @NicolasdelCano !!!! #YoVotoFITunidad;POSITIVO
Q es lo q quieren? Llenarnos de odio. Y, los pòliticos y presidentes, colaboran. Mira macri, en mi país. Si no me cuidan otros, es como pedir peras al olmo. Tienen q protegermes otros, x, q mi raza es boba, si nos únieramos cagan.;NEGATIVO
Cuando quieren manejar los Bolt y se van al carajo de ridiculospic.twitter.com/ccOjZPwPAN;NEGATIVO
Cuando quieren manejar los Bolt y se van al carajo de ridiculospic.twitter.com/ccOjZPwPAN;NEGATIVO
Nos quieren obligar a votar a la kretina y Fernández el pankeke,,ni loco no vuelven más. pic.twitter.com/fD78eSK8SP;NEGATIVO
Quieren un partido único y no tienen problema en decirlo.;AMBIGUO
Nos quieren cagar de alguna manera, con softwere, con o sin telegramas, buscan la manera de cagarnos loco, no se cansan de tratar de cagarnos, son unos inmorales delincuentes, son una banda de mafiosos los del Cambio, @mauriciomacri @mariuvidal, Ritondo, Ibarra. Todos garcas.;NEGATIVO
Nos quieren cagar de alguna manera, con softwere, con o sin telegramas, buscan la manera de cagarnos loco, no se cansan de tratar de cagarnos, son unos inmorales delincuentes, son una banda de mafiosos los del Cambio, @mauriciomacri @mariuvidal, Ritondo, Ibarra. Todos garcas.;NEGATIVO
Ese @juansolervalls es uno más de esos que quieren usar el odio vs #AMLOelMejorPresidente para intentar renovar una mediocre carrera nadie lo conocía antes, esa basura se merece el gobierno que tiene Por eso vayan con @CFKArgentina #HayFuturoParaVos;NEGATIVO
Quiero comprar cosas gringas y me salen re caro, Macri la concha de tu madre;NEGATIVO
